rule,style,score,pos,t_trades,t_win_rate,t_avg_return,t_median_return,t_total_compound,t_best,t_worst,m_months,m_avg_month_pct,m_median_month_pct,m_pct_months_ge_20,m_pct_months_gt_0,m_best_month_pct,m_worst_month_pct,m_months_ge_20
FMR_mfi13<25_pb<=0.15_none_none_h4_mid1_s0.1,mean_rev,13.79,1,1011,57.86350148367953,1.9671060380324248,1.7192013495133107,508702.14795106865,99.33862433862434,-50.0,90,3.15,1.92,4.4,58.9,44.78,-21.75,4
FMR_mfi14<20_pb<=0.15_none_none_h2_mid1_s0.1,mean_rev,13.78,2,509,58.153241650294696,1.5944973941970797,1.3458826625092346,2684.1041911662933,57.0491668276303,-50.0,89,2.44,1.58,4.5,60.7,31.44,-15.16,4
FMR_mfi14<20_pb<=0.15_none_none_h2_mid0_s0.1,mean_rev,13.78,2,509,58.153241650294696,1.5944973941970797,1.3458826625092346,2684.1041911662933,57.0491668276303,-50.0,89,2.44,1.58,4.5,60.7,31.44,-15.16,4
FMR_mfi13<25_pb<=0.15_none_none_h3_mid0_s0.1,mean_rev,13.77,2,1023,54.44770283479961,1.6709272253532348,1.0752917456601008,33571.700163209214,84.1765391954588,-50.0,89,3.55,0.99,6.7,57.3,53.52,-12.78,6
FMR_mfi13<20_pb<=0.15_none_none_h4_mid0_s0.1,mean_rev,13.72,2,637,56.514913657770805,2.468884433833761,1.923076352835973,122879.54017342365,99.33862433862434,-50.0,90,2.4,2.42,2.2,64.4,22.36,-24.8,2
FMR_mfi14<25_pb<=0.25_none_none_h4_mid1_s0.1,mean_rev,13.69,2,1087,58.60165593376265,2.148947122609356,1.9607887063434415,30977278.832937185,100.0,-50.0,90,2.7,2.09,6.7,60.0,61.53,-22.07,6
FMR_mfi6<30_pb<=0.15_none_none_h3_mid1_s0.07,mean_rev,13.66,2,2495,53.346693386773545,0.9405797776407595,0.7894777621634264,-28.58767257686007,100.0,-50.0,91,2.9,1.82,5.5,58.2,58.91,-17.76,5
FSQ_mfi14>=55_brk0_mup1_h3_s0.08,squeeze_break,13.65,1,1580,46.20253164556962,1.6356616849689334,-0.6632788504680409,16512629.173649589,100.0,-50.0,90,4.71,1.51,16.7,55.6,57.14,-21.4,15
FMR_mfi13<25_pb<=0.25_none_none_h3_mid1_s0.1,mean_rev,13.64,2,1318,54.40060698027314,1.3977947070466532,1.1669329173839005,33766.29313858873,100.0,-50.0,90,3.84,1.32,6.7,61.1,83.32,-20.34,6
FSQ_mfi6>=50_brk0_mup1_h4_s0.12,squeeze_break,13.64,2,1709,46.45991808074898,1.918151647514672,-0.7000968472423041,806066661.6371987,100.0,-50.0,90,3.06,1.7,7.8,56.7,47.77,-14.1,7
FMR_mfi13<20_pb<=0.25_none_none_h3_mid0_s0.07,mean_rev,13.6,1,823,54.3134872417983,1.4837848841965524,0.819667737575136,3510.3420367136287,100.0,-50.0,89,3.23,2.22,6.7,58.4,45.35,-24.53,6
FMR_mfi13<25_pb<=0.15_none_none_h4_mid0_s0.07,mean_rev,13.58,1,1021,54.65230166503427,2.296907030262375,1.2484476360963503,6676205.168105647,99.33862433862434,-50.0,89,2.93,2.43,4.5,59.6,48.28,-25.65,4
FSQ_mfi6>=55_brk0_mup0_h3_s0.08,squeeze_break,13.57,1,1901,46.764860599684376,1.7429851239729262,-0.5693581780538248,2005228845.6907992,100.0,-50.0,90,3.89,1.8,10.0,56.7,57.14,-20.54,9
FMR_mfi13<30_pb<=0.25_none_none_h3_mid1_s0.07,mean_rev,13.56,2,1852,54.21166306695464,1.6959665527017325,0.9202529237804957,218557696.50635564,100.0,-50.0,91,2.25,2.38,4.4,59.3,31.96,-20.81,4
FMR_mfi6<30_pb<=0.0_none_none_h4_mid1_s0.1,mean_rev,13.53,1,1133,56.39894086496028,2.0687821397057924,1.320359659857484,1291716.349044877,100.0,-50.0,91,5.04,1.3,8.8,54.9,203.08,-25.58,8
FMR_mfi6<30_pb<=0.15_none_none_h3_mid1_s0.1,mean_rev,13.51,2,2467,54.03323875152006,1.085959369950391,0.9157509157509125,978.0473138012891,100.0,-50.0,91,3.31,2.17,8.8,58.2,55.36,-24.73,8
FMR_mfi14<30_pb<=0.25_none_none_h2_mid1_s0.1,mean_rev,13.49,2,1705,53.5483870967742,1.0856331598002915,0.789471814423437,115778.41130841314,100.0,-50.0,91,2.9,1.94,7.7,61.5,50.66,-21.52,7
FMR_mfi14<30_pb<=0.25_none_none_h2_mid0_s0.1,mean_rev,13.49,2,1705,53.5483870967742,1.0856331598002915,0.789471814423437,115778.41130841314,100.0,-50.0,91,2.9,1.94,7.7,61.5,50.66,-21.52,7
FMR_mfi13<30_pb<=0.15_none_pb_up_h4_mid0_s0.07,mean_rev,13.49,1,544,56.80147058823529,3.6726410807876446,1.8357519001993117,158120377.8273151,82.85715320393561,-50.0,90,3.17,1.68,5.6,56.7,56.01,-19.46,5
FMR_mfi14<25_pb<=0.25_none_none_h4_mid0_s0.07,mean_rev,13.47,2,1100,55.90909090909091,2.6578653774508103,1.5941791928433813,2614339556.2610016,100.0,-50.0,91,2.61,1.83,8.8,58.2,29.04,-18.06,8
FMR_mfi13<20_pb<=0.15_none_none_h3_mid0_s0.07,mean_rev,13.4,2,644,55.74534161490683,1.4529777120496639,1.0619458274107818,830.6779722208864,84.1765391954588,-50.0,89,2.02,2.28,2.2,57.3,23.08,-18.85,2
FMR_mfi13<30_pb<=0.15_none_none_h4_mid1_s0.07,mean_rev,13.38,2,1401,57.45895788722342,2.254163372195363,1.6877475031752187,1260039694.5624816,100.0,-50.0,91,2.31,1.64,3.3,58.2,27.89,-15.42,3
FMR_mfi14<25_pb<=0.25_none_none_h2_mid1_s0.07,mean_rev,13.35,2,1138,55.008787346221446,0.959712597476162,0.8677711966012747,934.1593296164756,100.0,-50.0,90,2.44,1.79,3.3,60.0,29.52,-17.81,3
FMR_mfi14<25_pb<=0.25_none_none_h2_mid0_s0.07,mean_rev,13.35,2,1138,55.008787346221446,0.959712597476162,0.8677711966012747,934.1593296164756,100.0,-50.0,90,2.44,1.79,3.3,60.0,29.52,-17.81,3
FMR_mfi6<20_pb<=0.25_none_none_h3_mid1_s0.07,mean_rev,13.22,1,2320,52.370689655172406,1.0004668437736481,0.6253538156102967,706.2747378196744,100.0,-50.0,91,4.96,1.05,12.1,53.8,85.78,-21.99,11
FMR_mfi14<20_pb<=0.15_none_none_h3_mid0_s0.1,mean_rev,13.22,2,505,59.009900990099005,2.646896512788787,2.103243191946147,187250.52235435374,84.1765391954588,-50.0,89,2.57,1.49,4.5,58.4,44.91,-17.01,4
FMR_mfi14<25_pb<=0.15_none_none_h3_mid0_s0.1,mean_rev,13.19,2,846,58.392434988179666,2.4034381824087707,1.9912786265361526,6208049.241825851,100.0,-50.0,90,2.31,1.41,3.3,60.0,36.42,-15.37,3
FSQ_mfi6>=55_brk1_mup1_h2_s0.08,squeeze_break,13.18,1,887,44.87034949267193,1.417097894534413,-0.8588956926057767,41265.359986179756,100.0,-34.57364341085272,90,4.76,2.12,12.2,58.9,98.67,-31.25,11
FMR_mfi14<30_pb<=0.25_none_none_h4_mid0_s0.07,mean_rev,13.12,2,1618,56.36588380716935,2.685221533283305,1.8413452881011705,36220648774087.98,100.0,-50.0,91,2.55,2.53,7.7,57.1,57.52,-26.08,7
FSQ_mfi6>=50_brk1_mup0_h4_s0.12,squeeze_break,13.1,2,982,44.29735234215886,1.84017431267769,-1.1439609624617209,424433.65617702046,100.0,-42.49999643098701,90,2.89,1.52,8.9,60.0,31.45,-14.74,8
FMR_mfi14<20_pb<=0.15_none_none_h3_mid0_s0.07,mean_rev,13.03,1,505,58.61386138613861,2.5867798430976636,1.9607843137254832,173483.3731262359,84.1765391954588,-50.0,89,4.05,1.94,5.6,56.2,90.52,-30.12,5
FMR_mfi6<25_pb<=0.25_bw40_none_h2_mid1_s0.07,mean_rev,13.01,2,1138,49.209138840070295,0.7137525688758126,-0.15752333104822602,1300.4994902199103,100.0,-34.98292711270018,89,1.96,2.1,5.6,55.1,27.43,-14.93,5
FMR_mfi6<25_pb<=0.25_bw40_none_h2_mid0_s0.07,mean_rev,13.01,2,1138,49.209138840070295,0.7137525688758126,-0.15752333104822602,1300.4994902199103,100.0,-34.98292711270018,89,1.96,2.1,5.6,55.1,27.43,-14.93,5
FMR_mfi14<25_pb<=0.15_none_none_h3_mid1_s0.1,mean_rev,13.0,1,847,59.149940968122785,2.0478021228539345,1.9169370336842295,588577.9947262609,100.0,-50.0,90,2.34,2.57,5.6,56.7,58.22,-26.74,5
FMR_mfi13<30_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,12.99,1,584,57.02054794520548,2.0190102516158763,1.54748296978644,2491.0957594841525,100.0,-50.0,91,5.83,0.79,7.7,52.7,203.08,-27.08,7
FMR_mfi13<25_pb<=0.25_none_none_h3_mid1_s0.07,mean_rev,12.97,2,1326,53.69532428355958,1.2958184105733535,0.9808654205550771,17348.89297358165,100.0,-50.0,90,2.4,2.22,3.3,61.1,30.95,-23.8,3
FMR_mfi14<30_pb<=0.25_none_none_h4_mid0_s0.1,mean_rev,12.96,2,1590,57.23270440251572,2.9090364336353107,2.095460933660531,463917565559057.3,100.0,-50.0,91,2.87,2.04,7.7,59.3,34.96,-25.37,7
FMR_mfi6<25_pb<=0.25_bw40_none_h2_mid1_s0.1,mean_rev,12.95,2,1138,49.297012302284706,0.7127631914102729,-0.13652794771699117,1272.042175381547,100.0,-34.98292711270018,89,1.9,2.1,5.6,55.1,27.43,-14.93,5
FMR_mfi6<25_pb<=0.25_bw40_none_h2_mid0_s0.1,mean_rev,12.95,2,1138,49.297012302284706,0.7127631914102729,-0.13652794771699117,1272.042175381547,100.0,-34.98292711270018,89,1.9,2.1,5.6,55.1,27.43,-14.93,5
FMR_mfi14<20_pb<=0.25_none_none_h2_mid0_s0.07,mean_rev,12.92,1,673,56.01783060921248,0.9862548683559689,1.023378696602606,336.6227924179512,57.0491668276303,-50.0,89,3.36,1.25,7.9,57.3,55.5,-19.1,7
FMR_mfi14<20_pb<=0.25_none_none_h2_mid1_s0.07,mean_rev,12.92,1,673,56.01783060921248,0.9862548683559689,1.023378696602606,336.6227924179512,57.0491668276303,-50.0,89,3.36,1.25,7.9,57.3,55.5,-19.1,7
FWALK_mfi14>=55_pb>=0.7_mup1_h2,band_walk,12.91,2,3245,48.99845916795069,1.775600987197668,-0.1501460318491077,4.154609092613825e+16,100.0,-50.0,91,2.84,2.04,12.1,59.3,66.8,-22.14,11
FSQ_mfi14>=45_brk1_mup1_h2_s0.08,squeeze_break,12.86,1,890,45.28089887640449,1.532592176133567,-0.7527352658685094,110113.8279930426,100.0,-34.57364341085272,90,4.48,1.89,15.6,55.6,89.47,-27.4,14
FMR_mfi13<20_pb<=0.25_none_none_h4_mid1_s0.1,mean_rev,12.82,1,814,57.49385749385749,1.8821139085237641,1.7236412853395278,37343.59060449641,100.0,-50.0,90,1.93,2.68,5.6,54.4,56.48,-24.47,5
FMR_mfi14<20_pb<=0.15_none_none_h4_mid0_s0.1,mean_rev,12.79,2,503,59.443339960238575,3.831462264746531,2.7833717102500044,21357086.121589594,99.33862433862434,-50.0,89,3.26,0.96,6.7,53.9,44.81,-15.96,6
FMR_mfi14<30_pb<=0.25_none_both_h3_mid0_s0.1,mean_rev,12.72,1,649,57.31895223420646,2.5152335674490462,1.7964066642415233,6546456.985126803,80.9123649459784,-50.0,90,3.98,1.51,7.8,60.0,73.86,-28.3,7
FMR_mfi13<25_pb<=0.25_none_none_h3_mid0_s0.07,mean_rev,12.72,2,1326,52.94117647058824,1.513306654862257,0.7865155167067206,144266.62390259918,100.0,-50.0,90,2.94,1.92,3.3,63.3,39.55,-26.05,3
FMR_mfi13<25_pb<=0.25_none_none_h3_mid0_s0.1,mean_rev,12.71,2,1318,53.566009104704094,1.6020931397247073,0.9315396305813906,230673.61223990834,100.0,-50.0,90,2.87,1.36,3.3,63.3,43.55,-20.34,3
FMR_mfi14<30_pb<=0.25_none_pb_up_h3_mid1_s0.07,mean_rev,12.7,2,884,57.126696832579185,2.1535711674859033,1.5472581403763952,27176204.332060575,100.0,-50.0,90,2.07,2.05,3.3,61.1,30.99,-22.83,3
FMR_mfi14<20_pb<=0.25_none_none_h4_mid0_s0.1,mean_rev,12.69,2,658,57.29483282674772,2.8839667974490157,2.4064982705626847,8384929.37748159,99.33862433862434,-50.0,90,1.74,1.85,1.1,60.0,26.25,-18.41,1
FMR_mfi6<30_pb<=0.25_squeeze_none_h2_mid0_s0.1,mean_rev,12.66,2,538,48.698884758364315,0.5445735457700117,-8.743685725454142e-06,17.446955185005166,65.39999211782248,-38.653366583541136,90,2.6,1.25,3.3,58.9,32.07,-13.73,3
FMR_mfi6<30_pb<=0.25_squeeze_none_h2_mid1_s0.1,mean_rev,12.66,2,538,48.698884758364315,0.5445735457700117,-8.743685725454142e-06,17.446955185005166,65.39999211782248,-38.653366583541136,90,2.6,1.25,3.3,58.9,32.07,-13.73,3
FMR_mfi14<25_pb<=0.25_none_none_h3_mid0_s0.07,mean_rev,12.66,1,1113,55.61545372866128,2.006116977154527,1.1627906976744207,9844182.652944056,100.0,-50.0,90,3.34,1.67,6.7,58.9,90.52,-25.16,6
FSQ_mfi6>=55_brk1_mup0_h2_s0.08,squeeze_break,12.65,1,982,45.5193482688391,1.343910530425974,-0.7527352658685094,50960.26864961143,100.0,-34.57364341085272,90,4.55,2.18,11.1,56.7,93.72,-32.43,10
FMR_mfi6<30_pb<=0.25_none_none_h3_mid0_s0.07,mean_rev,12.64,2,3079,52.15979214030529,1.1899875256721475,0.5730667918925958,176187.19732147647,100.0,-50.0,91,2.43,1.9,3.3,63.7,38.3,-23.08,3
FMR_mfi14<30_pb<=0.25_none_none_h4_mid1_s0.07,mean_rev,12.62,2,1621,57.310302282541635,2.0947862441149474,1.639345060568087,22000272756.28134,100.0,-50.0,91,2.83,1.45,5.5,60.4,86.01,-21.5,5
FMR_mfi6<20_pb<=0.25_none_none_h4_mid1_s0.07,mean_rev,12.61,2,2268,54.45326278659613,1.5169264792828292,1.081854679020744,15980883.728932388,100.0,-50.0,91,3.1,2.12,7.7,59.3,41.68,-28.18,7
FMR_mfi13<30_pb<=0.15_none_pb_up_h3_mid1_s0.1,mean_rev,12.6,1,543,58.195211786372006,2.9010704164905285,1.7192013495133107,10565800.792875636,80.9123649459784,-50.0,89,4.54,1.12,7.9,56.2,140.17,-26.8,7
FMR_mfi14<25_pb<=0.25_none_none_h3_mid1_s0.1,mean_rev,12.57,2,1103,57.75158658204895,1.6651723205683084,1.5503875968992276,470811.4847060909,100.0,-50.0,90,1.62,1.77,2.2,58.9,39.16,-17.1,2
FMR_mfi13<30_pb<=0.25_none_none_h4_mid0_s0.1,mean_rev,12.55,2,1781,56.14823133071308,2.8936025864545267,1.691734634925779,1978075588694054.0,100.0,-50.0,91,2.93,2.54,5.5,62.6,44.35,-34.0,5
FMR_mfi13<30_pb<=0.25_none_pb_up_h4_mid1_s0.1,mean_rev,12.52,2,980,59.795918367346935,2.484202432835717,1.7700207252568156,1545788492.2241247,100.0,-50.0,90,1.99,2.18,4.4,62.2,47.55,-26.18,4
FMR_mfi13<20_pb<=0.25_none_none_h2_mid1_s0.07,mean_rev,12.5,2,835,54.131736526946106,0.7942842285491414,0.819836565853227,-32.45364371836621,100.0,-50.0,90,2.18,2.31,3.3,60.0,37.04,-25.31,3
FMR_mfi13<20_pb<=0.25_none_none_h2_mid0_s0.07,mean_rev,12.5,2,835,54.131736526946106,0.7942842285491414,0.819836565853227,-32.45364371836621,100.0,-50.0,90,2.18,2.31,3.3,60.0,37.04,-25.31,3
FMR_mfi6<30_pb<=0.0_none_none_h2_mid1_s0.1,mean_rev,12.46,1,1183,50.63398140321217,0.5969970029089247,0.12820470173140475,-98.3870751414622,100.0,-50.0,91,4.14,1.43,8.8,56.0,203.08,-25.09,8
FMR_mfi13<20_pb<=0.25_none_none_h4_mid0_s0.1,mean_rev,12.46,2,814,55.4054054054054,2.2534491907745036,1.489974276079442,371854.02658837853,100.0,-50.0,90,1.33,2.21,2.2,60.0,22.28,-19.96,2
FMR_mfi6<30_pb<=0.0_none_none_h2_mid0_s0.1,mean_rev,12.46,1,1183,50.63398140321217,0.5969970029089247,0.12820470173140475,-98.3870751414622,100.0,-50.0,91,4.14,1.43,8.8,56.0,203.08,-25.09,8
FMR_mfi13<25_pb<=0.25_none_none_h2_mid1_s0.07,mean_rev,12.45,2,1361,52.828802351212346,0.658599153714461,0.7211538461538325,-54.2104341936118,100.0,-50.0,89,1.99,1.9,2.2,65.2,21.84,-22.42,2
FWALK_mfi14>=55_pb>=0.85_mup0_h2,band_walk,12.45,2,3201,48.98469228366136,1.8914141307879884,-0.16759776536312554,5.389834810246831e+17,100.0,-50.0,91,2.35,2.23,9.9,56.0,37.71,-21.74,9
FMR_mfi13<25_pb<=0.25_none_none_h2_mid0_s0.07,mean_rev,12.45,2,1361,52.828802351212346,0.658599153714461,0.7211538461538325,-54.2104341936118,100.0,-50.0,89,1.99,1.9,2.2,65.2,21.84,-22.42,2
FMR_mfi13<25_pb<=0.15_none_none_h3_mid1_s0.07,mean_rev,12.44,2,1032,54.65116279069767,1.3218561725847737,1.1093457456886835,3071.22201637732,84.1765391954588,-50.0,89,2.15,2.02,5.6,59.6,24.21,-22.56,5
FSQ_mfi14>=55_brk0_mup1_h2_s0.12,squeeze_break,12.44,1,1591,47.32872407291012,1.360473873893204,-0.437735131629724,2733281.3707187665,100.0,-50.0,90,5.05,0.95,11.1,51.1,89.47,-22.06,10
FMR_mfi13<20_pb<=0.25_none_none_h3_mid1_s0.1,mean_rev,12.43,2,819,56.166056166056165,1.3762245694893236,1.3398561858197544,1408.0902414795187,100.0,-50.0,89,2.28,1.95,3.4,55.1,45.72,-21.04,3
FMR_mfi14<30_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,12.43,2,528,57.00757575757576,1.6259717120978339,1.447622867664633,333.2295695489775,100.0,-50.0,89,2.8,0.77,2.2,57.3,91.78,-13.82,2
FMR_mfi13<30_pb<=0.15_none_pb_up_h3_mid0_s0.07,mean_rev,12.4,1,546,56.59340659340659,3.0693131141332306,1.50465046577537,15171139.028685741,81.3989239046887,-50.0,89,4.77,0.95,7.9,53.9,140.17,-25.72,7
FMR_mfi6<30_pb<=0.15_none_none_h2_mid1_s0.1,mean_rev,12.38,2,2641,50.473305566073456,0.6981150883996279,0.12820470173140475,-70.78493224741291,100.0,-50.0,91,1.91,2.54,2.2,57.1,38.07,-23.71,2
FMR_mfi6<30_pb<=0.15_none_none_h2_mid0_s0.1,mean_rev,12.38,2,2641,50.473305566073456,0.6981150883996279,0.12820470173140475,-70.78493224741291,100.0,-50.0,91,1.91,2.54,2.2,57.1,38.07,-23.71,2
FMR_mfi6<20_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,12.36,1,910,53.62637362637363,0.8571195466712935,0.7758809304851622,-95.83123737747668,73.94365848333987,-50.0,91,2.36,1.46,3.3,57.1,51.58,-16.94,3
FSQ_mfi14>=55_brk0_mup1_h3_s0.12,squeeze_break,12.28,1,1580,46.265822784810126,1.610429745383826,-0.6601758265917079,9477246.4288541,100.0,-50.0,90,4.43,1.46,16.7,55.6,57.14,-26.07,15
FMR_mfi6<30_pb<=0.15_none_none_h2_mid1_s0.07,mean_rev,12.24,2,2641,50.32184778492995,0.6594000640745848,0.08264462809917106,-86.68802913852649,100.0,-50.0,91,1.9,2.54,2.2,56.0,38.07,-23.71,2
FMR_mfi6<30_pb<=0.15_none_none_h2_mid0_s0.07,mean_rev,12.24,2,2641,50.32184778492995,0.6594000640745848,0.08264462809917106,-86.68802913852649,100.0,-50.0,91,1.9,2.54,2.2,56.0,38.07,-23.71,2
FMR_mfi6<30_pb<=0.25_none_none_h4_mid0_s0.1,mean_rev,12.21,1,2876,54.624478442280946,2.2729618666910554,1.0593327622037352,6.015994888588991e+16,100.0,-50.0,91,2.82,2.33,7.7,57.1,53.22,-29.59,7
FMR_mfi13<30_pb<=0.15_none_none_h3_mid0_s0.07,mean_rev,12.2,2,1420,55.21126760563381,2.1637911969365753,1.2854822670023802,391021557.2652987,100.0,-50.0,91,2.42,2.11,4.4,59.3,59.86,-26.34,4
FMR_mfi13<30_pb<=0.0_none_none_h3_mid1_s0.07,mean_rev,12.18,2,584,56.678082191780824,1.9100363815388783,1.3913816262217105,1481.2579049658434,100.0,-50.0,91,2.91,1.54,6.6,57.1,50.25,-23.18,6
FMR_mfi13<30_pb<=0.15_none_pb_up_h3_mid0_s0.1,mean_rev,12.18,1,543,57.0902394106814,3.149529682375332,1.6025609994344991,29928902.83582913,80.9123649459784,-50.0,89,3.87,1.32,4.5,55.1,140.17,-25.89,4
FSQ_mfi6>=50_brk0_mup0_h4_s0.12,squeeze_break,12.17,1,1917,46.37454355764215,1.8353751782504872,-0.7000968472423041,1840518841.8522422,100.0,-50.0,90,4.38,1.53,13.3,54.4,58.77,-26.49,12
FSQ_mfi14>=55_brk0_mup1_h2_s0.08,squeeze_break,12.15,1,1591,47.26587052168448,1.3276899281582264,-0.4378283712784592,1994861.064185133,100.0,-50.0,90,5.1,1.35,11.1,52.2,89.47,-28.35,10
FWALK_mfi14>=55_pb>=0.85_mup1_h2,band_walk,12.15,2,2769,48.790176959191044,1.8205774389395746,-0.180190036830985,485023694643413.25,100.0,-50.0,91,3.23,2.8,9.9,58.2,56.69,-35.23,9
FMR_mfi13<25_pb<=0.15_none_none_h3_mid1_s0.1,mean_rev,12.13,2,1024,55.17578125,1.419388624193379,1.2358362079834762,5050.275558583861,84.1765391954588,-50.0,89,2.51,0.94,3.4,56.2,39.17,-13.97,3
FSQ_mfi14>=55_brk0_mup0_h4_s0.12,squeeze_break,12.13,2,1785,45.88235294117647,1.7978143690049426,-0.78894749970434,228314850.66665736,100.0,-50.0,90,3.44,2.28,6.7,63.3,57.53,-32.8,6
FWALK_mfi14>=50_pb>=0.85_mup0_h2,band_walk,12.12,2,3302,49.12174439733495,1.8441525815114608,-0.1382190684872442,6.170119132781213e+17,100.0,-50.0,91,2.75,3.1,6.6,60.4,48.71,-36.77,6
FMR_mfi14<30_pb<=0.0_none_none_h3_mid1_s0.07,mean_rev,12.09,2,528,56.628787878787875,1.4780057794880477,1.339890770045693,117.23329062350247,100.0,-50.0,89,2.27,0.82,2.2,59.6,41.48,-13.82,2
FSQ_mfi14>=55_brk1_mup0_h2_s0.08,squeeze_break,12.09,1,945,45.60846560846561,1.4596819093259026,-0.7194467737019261,103234.88484618874,100.0,-34.57364341085272,90,4.91,1.29,11.1,55.6,98.67,-27.94,10
FMR_mfi13<30_pb<=0.0_none_none_h3_mid0_s0.1,mean_rev,12.07,1,584,57.705479452054796,2.338714873854832,1.9512672485198612,13910.855970937371,100.0,-50.0,91,5.49,0.56,7.7,51.6,203.08,-27.08,7
FSQ_mfi14>=45_brk0_mup1_h2_s0.08,squeeze_break,12.07,1,1726,47.50869061413673,1.3978173943553487,-0.37806501966529127,16004644.68450034,100.0,-50.0,90,5.5,0.35,15.6,51.1,98.67,-20.7,14
FMR_mfi6<25_pb<=0.0_none_none_h4_mid0_s0.1,mean_rev,12.04,1,1015,54.581280788177345,2.284053259108954,1.1675824175824134,1339897.6140829788,100.0,-50.0,91,4.38,0.97,7.7,53.8,203.08,-24.53,7
FMR_mfi6<30_pb<=0.15_none_none_h4_mid1_s0.07,mean_rev,12.02,1,2425,54.886597938144334,1.423294064028136,1.1111111111111072,1922390.2480473379,100.0,-50.0,91,4.5,1.38,12.1,52.7,107.19,-29.02,11
FSQ_mfi14>=45_brk1_mup0_h3_s0.12,squeeze_break,12.01,2,990,45.75757575757576,1.751451033798888,-0.8062053111677903,565517.4095079213,100.0,-34.57364341085272,90,2.91,1.26,8.9,55.6,49.26,-16.12,8
FMR_mfi6<30_pb<=0.25_squeeze_none_h2_mid1_s0.07,mean_rev,12.0,2,538,48.3271375464684,0.40945326806386395,-0.08769438210504688,-36.961854642894565,65.39999211782248,-38.653366583541136,90,2.3,1.25,3.3,57.8,32.07,-14.54,3
FMR_mfi6<30_pb<=0.25_squeeze_none_h2_mid0_s0.07,mean_rev,12.0,2,538,48.3271375464684,0.40945326806386395,-0.08769438210504688,-36.961854642894565,65.39999211782248,-38.653366583541136,90,2.3,1.25,3.3,57.8,32.07,-14.54,3
FMR_mfi13<25_pb<=0.25_none_none_h4_mid0_s0.07,mean_rev,11.97,2,1313,54.3031226199543,2.2023387542730264,1.0526315789473717,202322650.3345208,100.0,-50.0,89,2.35,2.03,4.5,60.7,42.9,-26.63,4
FMR_mfi6<25_pb<=0.0_none_none_h4_mid1_s0.07,mean_rev,11.96,2,1028,54.96108949416343,1.7611625494135488,1.2169456181955751,11859.341535422582,100.0,-50.0,91,2.65,1.58,5.5,63.7,47.17,-25.75,5
FSQ_mfi6>=45_brk1_mup0_h3_s0.12,squeeze_break,11.96,2,993,45.720040281973816,1.6154487707672027,-0.8108108108108136,202628.21247111371,100.0,-34.57364341085272,90,2.99,1.15,8.9,55.6,42.36,-15.74,8
FMR_mfi13<20_pb<=0.15_none_none_h2_mid1_s0.07,mean_rev,11.93,2,649,55.1617873651772,0.8098754028469086,1.0118056902795658,-48.86836815196578,52.02862392997885,-50.0,89,1.63,1.72,2.2,59.6,32.19,-19.17,2
FMR_mfi13<20_pb<=0.15_none_none_h2_mid0_s0.07,mean_rev,11.93,2,649,55.1617873651772,0.8098754028469086,1.0118056902795658,-48.86836815196578,52.02862392997885,-50.0,89,1.63,1.72,2.2,59.6,32.19,-19.17,2
FMR_mfi6<30_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,11.92,2,1152,54.166666666666664,0.8473089157234067,0.8333323150052196,-97.90432095242586,100.0,-50.0,91,2.25,1.24,3.3,59.3,88.0,-17.6,3
FMR_mfi13<30_pb<=0.0_none_none_h3_mid0_s0.07,mean_rev,11.91,2,584,57.36301369863014,2.2297410037778342,1.8739467005386756,8450.350436987817,100.0,-50.0,91,2.82,1.54,6.6,54.9,43.09,-23.18,6
FMR_mfi6<25_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,11.91,2,1042,54.702495201535505,1.2226605153667691,0.8917069288614687,6.852474223843497,100.0,-50.0,91,2.75,1.73,4.4,62.6,89.69,-27.42,4
FMR_mfi13<30_pb<=0.25_none_both_h3_mid1_s0.07,mean_rev,11.89,2,747,57.028112449799195,2.3575224899862732,1.377410468319562,12097939.056681389,81.3989239046887,-50.0,90,2.89,1.18,6.7,57.8,64.13,-21.4,6
FMR_mfi6<20_pb<=0.15_none_none_h2_mid0_s0.07,mean_rev,11.87,1,2011,49.72650422675286,0.5138384236080799,-1.1756095430470737e-06,-99.22323549300998,80.00000312825696,-50.0,91,3.12,2.05,11.0,60.4,47.92,-29.98,10
FMR_mfi6<20_pb<=0.15_none_none_h2_mid1_s0.07,mean_rev,11.87,1,2011,49.72650422675286,0.5138384236080799,-1.1756095430470737e-06,-99.22323549300998,80.00000312825696,-50.0,91,3.12,2.05,11.0,60.4,47.92,-29.98,10
FSQ_mfi14>=45_brk1_mup0_h3_s0.08,squeeze_break,11.86,2,990,45.35353535353535,1.7471129975327448,-0.8291339184644364,626490.7637321958,100.0,-34.57364341085272,90,3.17,0.99,10.0,56.7,49.26,-16.12,9
FMR_mfi14<20_pb<=0.25_none_none_h2_mid1_s0.1,mean_rev,11.84,2,672,55.952380952380956,0.9510703367258381,1.0289286717277357,227.29798807737103,57.0491668276303,-50.0,89,1.38,1.32,2.2,60.7,26.25,-15.03,2
